2050	288038.000500	0.5311706367	1.9966726354	7.0307263369	
2050	288038.999501	0.5311706380	1.9966726349	7.0218937853	
2050	288039.999502	0.5311706374	1.9966726344	7.0169146666	
2050	288040.999503	0.5311706373	1.9966726349	7.0190276252	
2050	288041.999504	0.5311706370	1.9966726349	7.0313667459	
2050	288042.999505	0.5311706370	1.9966726353	7.0271854112	
2050	288043.999506	0.5311706374	1.9966726346	7.0159562947	
2050	288044.999507	0.5311706375	1.9966726348	7.0290636532	
2050	288045.999508	0.5311706379	1.9966726342	7.0173696727	
2050	288046.999509	0.5311706369	1.9966726350	7.0293057300	
2050	288047.999510	0.5311706374	1.9966726346	7.0193828484	
2050	288048.999511	0.5311706377	1.9966726351	7.0241403868	
2050	288049.999512	0.5311706374	1.9966726351	7.0271189604	
2050	288050.999513	0.5311706377	1.9966726346	7.0186874298	
2050	288051.999514	0.5311706371	1.9966726348	7.0265291054	
2050	288052.999515	0.5311706374	1.9966726345	7.0171567192	
2050	288053.999516	0.5311706375	1.9966726343	7.0191192208	
2050	288054.999517	0.5311706373	1.9966726345	7.0142537579	
2050	288055.999517	0.5311706368	1.9966726348	7.0199448317	
2050	288056.999518	0.5311706374	1.9966726345	7.0138980886	
2050	288057.999519	0.5311706371	1.9966726347	7.0170850120	
2050	288058.999520	0.5311706370	1.9966726351	7.0226706685	
2050	288059.999521	0.5311706369	1.9966726352	7.0296755293	
2050	288060.999522	0.5311706365	1.9966726355	7.0290021664	
2050	288061.999523	0.5311706370	1.9966726350	7.0344993444	
2050	288062.999524	0.5311706374	1.9966726353	7.0260206694	
2050	288063.999525	0.5311706373	1.9966726347	7.0187285654	
2050	288064.999526	0.5311706372	1.9966726356	7.0241046716	
2050	288065.999527	0.5311706370	1.9966726350	7.0323967412	
2050	288066.999528	0.5311706372	1.9966726355	7.0234754598	
2050	288067.999529	0.5311706372	1.9966726350	7.0291577624	
2050	288068.999530	0.5311706370	1.9966726351	7.0237517543	
2050	288069.999531	0.5311706370	1.9966726350	7.0154737635	
2050	288070.999532	0.5311706372	1.9966726353	7.0212388244	
2050	288071.999533	0.5311706370	1.9966726349	7.0222636135	
2050	288072.999534	0.5311706374	1.9966726347	7.0257643452	
2050	288073.999535	0.5311706370	1.9966726353	7.0169732086	
2050	288074.999536	0.5311706369	1.9966726352	7.0240185875	
2050	288075.999537	0.5311706371	1.9966726342	7.0330411801	
2050	288076.999538	0.5311706370	1.9966726345	7.0222082734	
2050	288077.999539	0.5311706366	1.9966726349	7.0228996407	
2050	288078.999540	0.5311706371	1.9966726344	7.0285230149	
2050	288079.999541	0.5311706371	1.9966726348	7.0213196706	
2050	288080.999542	0.5311706374	1.9966726344	7.0132872453	
2050	288081.999543	0.5311706364	1.9966726348	7.0228347639	
2050	288082.999544	0.5311706368	1.9966726349	7.0163503820	
2050	288083.999545	0.5311706367	1.9966726350	7.0256664595	
2050	288084.999546	0.5311706372	1.9966726348	7.0218300968	
2050	288085.999547	0.5311706373	1.9966726345	7.0268619824	
2050	288086.999548	0.5311706366	1.9966726342	7.0169672556	
2050	288087.999549	0.5311706371	1.9966726345	7.0290285293	
2050	288088.999550	0.5311706371	1.9966726347	7.0253330087	
2050	288089.999551	0.5311706370	1.9966726354	7.0166691830	
2050	288090.999552	0.5311706367	1.9966726349	7.0256247977	
2050	288091.999553	0.5311706372	1.9966726347	7.0160164898	
2050	288092.999554	0.5311706372	1.9966726350	7.0160323689	
2050	288093.999555	0.5311706366	1.9966726348	7.0235291049	
2050	288094.999556	0.5311706369	1.9966726349	7.0245724656	
2050	288095.999557	0.5311706369	1.9966726350	7.0248228647	
2050	288096.999558	0.5311706370	1.9966726349	7.0294119325	
2050	288097.999559	0.5311706376	1.9966726344	7.0269012945	
2050	288098.999559	0.5311706368	1.9966726347	7.0238488996	
2050	288099.999560	0.5311706374	1.9966726349	7.0203318931	
2050	288100.999561	0.5311706364	1.9966726350	7.0234336853	
2050	288101.999562	0.5311706367	1.9966726353	7.0155415433	
2050	288102.999563	0.5311706369	1.9966726352	7.0215959717	
2050	288103.999564	0.5311706369	1.9966726351	7.0257665534	
2050	288104.999565	0.5311706362	1.9966726349	7.0230199965	
2050	288105.999566	0.5311706373	1.9966726346	7.0292588482	
2050	288106.999567	0.5311706265	1.9966726422	7.0292688217	
2050	288107.999568	0.5311705372	1.9966727135	7.0215542205	
2050	288108.999569	0.5311704263	1.9966728027	7.0327867307	
2050	288109.999570	0.5311702982	1.9966729081	7.0190177700	
2050	288110.999571	0.5311700823	1.9966730950	7.0217178762	
2050	288111.999572	0.5311697164	1.9966734280	7.0275723310	
2050	288112.999573	0.5311692247	1.9966738979	7.0515907230	
2050	288113.999574	0.5311686656	1.9966744613	7.0702851405	
2050	288114.999575	0.5311680417	1.9966751071	7.0872576032	
2050	288115.999576	0.5311672518	1.9966758388	7.1107175983	
2050	288116.999577	0.5311662441	1.9966766126	7.1173547413	
2050	288117.999578	0.5311651311	1.9966774344	7.1014563134	
2050	288118.999579	0.5311640209	1.9966782523	7.1346484078	
2050	288119.999580	0.5311628383	1.9966791295	7.1447652234	
2050	288120.999581	0.5311615866	1.9966800498	7.1576925395	
2050	288121.999582	0.5311603300	1.9966809679	7.1783906557	
2050	288122.999583	0.5311590150	1.9966819472	7.1633180231	
2050	288123.999584	0.5311576316	1.9966829912	7.1723258495	
2050	288124.999585	0.5311561847	1.9966840681	7.1639806340	
2050	288125.999586	0.5311546546	1.9966851955	7.2029806916	
2050	288126.999587	0.5311531257	1.9966863061	7.1817537760	
2050	288127.999588	0.5311516358	1.9966873661	7.2120166766	
2050	288128.999589	0.5311501680	1.9966884071	7.2175726518	
2050	288129.999590	0.5311486405	1.9966894959	7.2465188568	
2050	288130.999591	0.5311470809	1.9966906104	7.2607549839	
2050	288131.999592	0.5311455027	1.9966917475	7.2965012249	
2050	288132.999593	0.5311439324	1.9966928816	7.3155658292	
2050	288133.999594	0.5311423952	1.9966939926	7.3144770572	
2050	288134.999594	0.5311408953	1.9966950811	7.3279199740	
2050	288135.999595	0.5311393735	1.9966961888	7.3551981747	
2050	288136.999596	0.5311378103	1.9966973261	7.3967980966	
2050	288137.999597	0.5311362216	1.9966984860	7.4083304452	
2050	288138.999598	0.5311346045	1.9966996622	7.4169474952	
2050	288139.999599	0.5311329569	1.9967008572	7.4674274381	
2050	288140.999600	0.5311312895	1.9967020706	7.4672785895	
2050	288141.999601	0.5311296062	1.9967032832	7.5177637553	
2050	288142.999602	0.5311279367	1.9967044807	7.5385682844	
2050	288143.999603	0.5311263038	1.9967056392	7.5561490851	
2050	288144.999604	0.5311247158	1.9967067858	7.5657061525	
2050	288145.999605	0.5311231771	1.9967079039	7.5664798310	
2050	288146.999606	0.5311216959	1.9967089715	7.6129528387	
2050	288147.999607	0.5311203068	1.9967099694	7.6136345016	
2050	288148.999608	0.5311190471	1.9967108662	7.6253623199	
2050	288149.999609	0.5311178817	1.9967117146	7.6379142804	
2050	288150.999610	0.5311167864	1.9967125282	7.6507565454	
2050	288151.999611	0.5311157854	1.9967132710	7.6408689860	
2050	288152.999612	0.5311148981	1.9967139257	7.6328237392	
2050	288153.999613	0.5311141474	1.9967144762	7.6440474754	
2050	288154.999614	0.5311135626	1.9967148989	7.6486201650	
2050	288155.999615	0.5311130219	1.9967152880	7.6492211288	
2050	288156.999616	0.5311124903	1.9967156633	7.6593803884	
2050	288157.999617	0.5311119769	1.9967160268	7.6462124689	
2050	288158.999618	0.5311114768	1.9967163808	7.6452892413	
